alert_id,event_id,timestamp,user_id,ip_address,country,resource_accessed,action_type,attack_type,failed_logins,data_download_mb,risk_score,anomaly_score,threat_level,recommended_action,status,created_at
A000457,E002409,2026-05-28 18:48:54,U0467,104.148.66.200,Australia,/compute/instances,download,normal,0,10.08,13,0.552,Low,Monitor activity,OPEN,2026-06-02 21:49:52
A000458,E002410,2026-05-05 19:14:54,U0344,45.191.115.72,North Korea,/iam/roles,download,data_exfiltration,1,8780.98,98,0.6161,Critical,Terminate session,OPEN,2026-06-02 21:49:52
A000459,E002422,2026-05-15 20:04:00,U0003,192.225.113.144,Anonymous Proxy,/network/firewall,configure,privilege_escalation,3,94.24,72,0.6235,Medium,Require MFA verification,OPEN,2026-06-02 21:49:52
A000460,E002423,2026-05-28 05:56:48,U0066,8.143.126.137,Ukraine,/storage/bucket-private,write,privilege_escalation,3,110.95,76,0.6147,High,Temporarily lock account,OPEN,2026-06-02 21:49:52
A000461,E002434,2026-05-27 15:17:42,U0294,213.137.30.78,Romania,/database/production,configure,privilege_escalation,1,174.94,72,0.5877,Medium,Require MFA verification,OPEN,2026-06-02 21:49:52
A000462,E002449,2026-06-02 01:05:31,U0093,5.59.111.127,Ukraine,/admin/users,write,privilege_escalation,3,10.59,62,0.6222,Medium,Require MFA verification,OPEN,2026-06-02 21:49:52
A000463,E002450,2026-05-23 14:42:17,U0298,24.3.201.11,Belarus,/admin/users,login,brute_force,13,6.89,88,0.5941,Critical,Block IP address,OPEN,2026-06-02 21:49:52
A000464,E002453,2026-05-31 04:00:26,U0004,192.55.214.48,Anonymous Proxy,/vpc/security-groups,login,brute_force,8,3.69,78,0.5706,High,Temporarily lock account,OPEN,2026-06-02 21:49:52
A000465,E002457,2026-05-17 13:56:21,U0010,24.2.119.84,Anonymous Proxy,/admin/users,write,privilege_escalation,0,192.67,85,0.6335,High,Temporarily lock account,OPEN,2026-06-02 21:49:52
A000466,E002463,2026-05-06 09:30:36,U0139,8.212.237.228,North Korea,/database/production,delete,privilege_escalation,0,141.08,93,0.5803,Critical,Temporarily lock account,OPEN,2026-06-02 21:49:52
A000467,E002465,2026-05-28 09:27:46,U0494,172.181.91.173,Ukraine,/database/production,download,data_exfiltration,0,8937.48,99,0.6443,Critical,Terminate session,OPEN,2026-06-02 21:49:52
A000468,E002467,2026-05-25 10:04:18,U0473,196.96.135.132,Belarus,/iam/roles,login,brute_force,14,1.32,87,0.5877,Critical,Block IP address,OPEN,2026-06-02 21:49:52
A000469,E002472,2026-05-05 03:59:35,U0026,104.153.142.3,Ukraine,/iam/roles,delete,privilege_escalation,1,129.96,98,0.5919,Critical,Temporarily lock account,OPEN,2026-06-02 21:49:52
A000470,E002476,2026-05-13 16:12:24,U0100,52.12.96.40,Unknown,/admin/users,download,data_exfiltration,2,7482.03,100,0.6456,Critical,Terminate session,OPEN,2026-06-02 21:49:52
A000471,E002480,2026-06-02 21:09:11,U0065,64.243.8.181,Anonymous Proxy,/admin/users,login,brute_force,19,3.16,77,0.63,Critical,Block IP address,OPEN,2026-06-02 21:49:52
A000472,E002481,2026-05-18 10:03:02,U0311,196.199.140.9,Anonymous Proxy,/network/firewall,delete,geographic_anomaly,4,206.65,76,0.5627,High,Temporarily lock account,OPEN,2026-06-02 21:49:52
A000473,E002486,2026-05-15 18:13:36,U0377,185.167.18.44,Ukraine,/iam/roles,write,geographic_anomaly,2,513.15,55,0.5785,Medium,Require MFA verification,OPEN,2026-06-02 21:49:52
A000474,E002489,2026-06-02 06:37:30,U0436,5.41.139.190,Tor Exit Node,/storage/bucket-private,download,data_exfiltration,0,8760.28,87,0.6605,Critical,Terminate session,OPEN,2026-06-02 21:49:52
A000475,E002493,2026-05-13 15:41:25,U0227,24.75.133.78,Nigeria,/iam/roles,download,data_exfiltration,0,5844.79,83,0.6235,Critical,Terminate session,OPEN,2026-06-02 21:49:52
A000476,E002499,2026-05-21 00:32:10,U0369,72.216.118.100,Sweden,/api/data,logout,normal,2,54.93,10,0.5772,Low,Monitor activity,OPEN,2026-06-02 21:49:52
A000477,E002504,2026-05-12 02:26:44,U0299,172.102.214.126,Ukraine,/iam/roles,login,brute_force,11,4.76,54,0.5403,Critical,Block IP address,OPEN,2026-06-02 21:49:52
A000478,E002506,2026-05-17 04:11:53,U0429,24.42.146.186,Anonymous Proxy,/backup/snapshots,delete,privilege_escalation,0,123.11,85,0.6021,High,Temporarily lock account,OPEN,2026-06-02 21:49:52
A000479,E002508,2026-05-23 10:16:53,U0040,198.25.131.62,Singapore,/admin/users,list,normal,0,13.64,19,0.544,Low,Monitor activity,OPEN,2026-06-02 21:49:52
A000480,E002512,2026-05-23 02:57:54,U0102,172.209.246.172,Tor Exit Node,/iam/roles,download,data_exfiltration,1,2875.64,98,0.6199,Critical,Terminate session,OPEN,2026-06-02 21:49:52
A000481,E002516,2026-05-27 02:25:05,U0201,8.243.128.137,Anonymous Proxy,/network/firewall,delete,privilege_escalation,1,114.72,79,0.5919,High,Temporarily lock account,OPEN,2026-06-02 21:49:52
A000482,E002519,2026-05-17 16:03:45,U0346,64.220.51.83,Nigeria,/admin/settings,download,data_exfiltration,1,4545.71,82,0.6258,Critical,Terminate session,OPEN,2026-06-02 21:49:52
A000483,E002528,2026-05-17 07:50:56,U0465,91.12.105.7,Nigeria,/database/production,login,brute_force,17,7.63,95,0.5915,Critical,Block IP address,OPEN,2026-06-02 21:49:52
A000484,E002531,2026-05-26 01:27:56,U0328,5.176.67.131,Anonymous Proxy,/iam/roles,download,geographic_anomaly,3,181.93,86,0.5449,High,Temporarily lock account,OPEN,2026-06-02 21:49:52
A000485,E002535,2026-05-24 08:51:09,U0022,72.171.154.9,Sweden,/api/files,download,normal,0,24.36,13,0.5437,Low,Monitor activity,OPEN,2026-06-02 21:49:52
A000486,E002536,2026-05-22 13:31:59,U0308,198.106.199.114,Australia,/api/files,logout,normal,0,3.52,21,0.5434,Low,Monitor activity,OPEN,2026-06-02 21:49:52
A000487,E002540,2026-05-07 11:40:51,U0244,104.168.228.216,Romania,/backup/snapshots,delete,privilege_escalation,2,98.58,73,0.5687,Medium,Require MFA verification,OPEN,2026-06-02 21:49:52
A000488,E002542,2026-05-25 01:33:53,U0274,24.79.102.21,Ukraine,/network/firewall,login,brute_force,11,4.84,82,0.54,Critical,Block IP address,OPEN,2026-06-02 21:49:52
A000489,E002550,2026-05-17 07:02:13,U0079,213.165.57.135,Belarus,/iam/roles,download,data_exfiltration,2,7647.73,89,0.6079,Critical,Terminate session,OPEN,2026-06-02 21:49:52
A000490,E002553,2026-05-06 21:04:44,U0169,72.122.165.239,India,/admin/settings,list,normal,1,26.72,21,0.5646,Low,Monitor activity,OPEN,2026-06-02 21:49:52
A000491,E002554,2026-05-05 19:59:30,U0353,196.138.16.170,North Korea,/vpc/security-groups,download,data_exfiltration,0,5515.22,91,0.5954,Critical,Terminate session,OPEN,2026-06-02 21:49:52
A000492,E002564,2026-05-23 21:55:44,U0163,185.99.47.204,North Korea,/admin/settings,login,brute_force,8,1.46,67,0.5515,High,Temporarily lock account,OPEN,2026-06-02 21:49:52
A000493,E002566,2026-05-15 20:35:54,U0471,52.162.136.73,Anonymous Proxy,/backup/snapshots,write,geographic_anomaly,1,161.37,71,0.5666,Medium,Require MFA verification,OPEN,2026-06-02 21:49:52
A000494,E002567,2026-05-18 09:02:26,U0256,91.194.152.3,Ukraine,/vpc/security-groups,login,brute_force,12,7.36,71,0.5654,Critical,Block IP address,OPEN,2026-06-02 21:49:52
A000495,E002568,2026-05-08 21:16:37,U0380,72.124.173.186,Belarus,/backup/snapshots,download,data_exfiltration,2,2894.19,83,0.5925,Critical,Terminate session,OPEN,2026-06-02 21:49:52
A000496,E002569,2026-05-08 22:22:20,U0264,52.50.34.106,Tor Exit Node,/network/firewall,configure,privilege_escalation,2,82.9,76,0.5858,High,Temporarily lock account,OPEN,2026-06-02 21:49:52
A000497,E002573,2026-05-07 21:03:15,U0458,185.11.202.8,Anonymous Proxy,/database/production,login,brute_force,14,2.75,66,0.5811,Critical,Block IP address,OPEN,2026-06-02 21:49:52
A000498,E002577,2026-05-14 19:56:27,U0048,213.81.184.73,Ukraine,/admin/users,delete,privilege_escalation,0,29.43,70,0.584,Medium,Require MFA verification,OPEN,2026-06-02 21:49:52
A000499,E002579,2026-05-14 18:45:37,U0192,72.14.116.68,North Korea,/database/production,write,privilege_escalation,1,128.28,79,0.5949,High,Temporarily lock account,OPEN,2026-06-02 21:49:52
A000500,E002588,2026-06-01 01:00:51,U0338,104.191.87.116,Belarus,/backup/snapshots,configure,geographic_anomaly,3,112.59,71,0.5575,Medium,Require MFA verification,OPEN,2026-06-02 21:49:52
A000501,E002598,2026-05-19 13:21:41,U0135,196.189.11.253,Anonymous Proxy,/network/firewall,delete,geographic_anomaly,1,331.45,56,0.5399,Low,Monitor activity,OPEN,2026-06-02 21:49:52
A000502,E002605,2026-05-12 04:10:00,U0394,213.126.32.253,Anonymous Proxy,/backup/snapshots,login,brute_force,8,6.14,76,0.5468,High,Temporarily lock account,OPEN,2026-06-02 21:49:52
A000503,E002607,2026-05-15 19:41:36,U0172,104.88.127.164,Ukraine,/iam/roles,download,data_exfiltration,0,2902.58,81,0.5437,Critical,Terminate session,OPEN,2026-06-02 21:49:52
A000504,E002610,2026-05-12 01:03:40,U0084,192.119.208.172,Spain,/api/files,upload,normal,0,33.12,20,0.5582,Low,Monitor activity,OPEN,2026-06-02 21:49:52
A000505,E002615,2026-05-09 08:02:49,U0007,192.78.115.207,Unknown,/database/production,download,data_exfiltration,2,6222.18,84,0.6223,Critical,Terminate session,OPEN,2026-06-02 21:49:52
A000506,E002630,2026-05-15 20:27:31,U0305,198.52.107.218,North Korea,/storage/bucket-private,configure,privilege_escalation,3,82.32,73,0.5922,Medium,Require MFA verification,OPEN,2026-06-02 21:49:52
A000507,E002637,2026-05-04 09:15:48,U0363,213.81.8.35,Belarus,/network/firewall,login,brute_force,18,4.64,74,0.5971,Critical,Block IP address,OPEN,2026-06-02 21:49:52
A000508,E002639,2026-05-29 06:49:51,U0366,91.178.43.215,Romania,/database/production,configure,privilege_escalation,0,49.62,88,0.5937,High,Temporarily lock account,OPEN,2026-06-02 21:49:52
A000509,E002644,2026-05-27 05:29:05,U0489,45.95.56.226,Tor Exit Node,/iam/roles,login,brute_force,18,3.63,74,0.5801,Critical,Block IP address,OPEN,2026-06-02 21:49:52
A000510,E002648,2026-05-25 15:17:50,U0238,72.55.177.194,North Korea,/database/production,delete,privilege_escalation,1,70.01,81,0.5597,High,Temporarily lock account,OPEN,2026-06-02 21:49:52
A000511,E002652,2026-05-06 22:59:27,U0376,52.199.175.116,Anonymous Proxy,/vpc/security-groups,download,data_exfiltration,2,5917.93,76,0.6148,Critical,Terminate session,OPEN,2026-06-02 21:49:52
A000512,E002654,2026-05-27 09:27:18,U0377,52.138.221.63,Romania,/backup/snapshots,download,data_exfiltration,2,3861.1,89,0.593,Critical,Terminate session,OPEN,2026-06-02 21:49:52
A000513,E002662,2026-05-27 23:37:51,U0203,72.223.12.30,Ukraine,/backup/snapshots,configure,privilege_escalation,0,116.25,84,0.5978,High,Temporarily lock account,OPEN,2026-06-02 21:49:52
A000514,E002671,2026-05-10 00:40:26,U0329,5.40.240.195,Ukraine,/network/firewall,write,privilege_escalation,2,81.93,73,0.6015,Medium,Require MFA verification,OPEN,2026-06-02 21:49:52
A000515,E002678,2026-05-30 16:26:08,U0392,72.20.89.121,Spain,/api/data,download,normal,2,9.6,16,0.5719,Low,Monitor activity,OPEN,2026-06-02 21:49:52
A000516,E002681,2026-05-28 02:45:01,U0283,8.58.162.251,Anonymous Proxy,/database/production,configure,geographic_anomaly,4,556.26,80,0.5903,High,Temporarily lock account,OPEN,2026-06-02 21:49:52
A000517,E002682,2026-05-07 17:23:31,U0142,172.142.221.112,Anonymous Proxy,/backup/snapshots,delete,privilege_escalation,0,137.67,72,0.6067,Medium,Require MFA verification,OPEN,2026-06-02 21:49:52
A000518,E002686,2026-05-23 08:28:03,U0492,5.242.129.159,Anonymous Proxy,/admin/settings,login,brute_force,18,1.27,66,0.6447,Critical,Block IP address,OPEN,2026-06-02 21:49:52
A000519,E002693,2026-05-20 09:19:52,U0052,24.79.82.171,North Korea,/network/firewall,configure,privilege_escalation,0,125.53,71,0.585,Medium,Require MFA verification,OPEN,2026-06-02 21:49:52
A000520,E002717,2026-05-16 09:49:01,U0265,24.126.87.191,Belarus,/database/production,write,privilege_escalation,3,155.67,84,0.6288,High,Temporarily lock account,OPEN,2026-06-02 21:49:52
A000521,E002718,2026-05-25 18:41:01,U0097,5.136.104.44,North Korea,/database/production,write,geographic_anomaly,3,264.78,74,0.5593,Medium,Require MFA verification,OPEN,2026-06-02 21:49:52
A000522,E002721,2026-05-13 21:39:43,U0134,8.242.86.147,United States,/storage/bucket-private,download,normal,0,5.55,8,0.5799,Low,Monitor activity,OPEN,2026-06-02 21:49:52
A000523,E002722,2026-05-15 16:06:39,U0094,5.92.251.7,Unknown,/vpc/security-groups,configure,privilege_escalation,2,48.39,76,0.6157,High,Temporarily lock account,OPEN,2026-06-02 21:49:52
A000524,E002724,2026-05-08 20:14:22,U0494,104.216.235.152,Anonymous Proxy,/iam/roles,delete,geographic_anomaly,3,591.5,85,0.574,High,Temporarily lock account,OPEN,2026-06-02 21:49:52
A000525,E002727,2026-05-09 07:25:25,U0037,192.165.151.177,Belarus,/backup/snapshots,write,geographic_anomaly,2,11.21,69,0.5414,Medium,Require MFA verification,OPEN,2026-06-02 21:49:52
A000526,E002736,2026-06-01 13:41:21,U0018,45.75.19.117,Anonymous Proxy,/vpc/security-groups,download,data_exfiltration,1,7664.98,84,0.6253,Critical,Terminate session,OPEN,2026-06-02 21:49:52
A000527,E002740,2026-05-07 01:47:09,U0418,72.3.169.106,Tor Exit Node,/storage/bucket-private,login,brute_force,16,7.29,78,0.5717,Critical,Block IP address,OPEN,2026-06-02 21:49:52
A000528,E002745,2026-06-02 00:54:34,U0476,64.103.52.145,Tor Exit Node,/backup/snapshots,delete,privilege_escalation,3,185.99,77,0.6012,High,Temporarily lock account,OPEN,2026-06-02 21:49:52
A000529,E002752,2026-05-22 07:35:46,U0256,52.251.51.37,Romania,/admin/users,configure,geographic_anomaly,3,139.44,67,0.5499,Medium,Require MFA verification,OPEN,2026-06-02 21:49:52
A000530,E002753,2026-05-05 11:37:00,U0106,64.217.5.236,Unknown,/database/production,write,geographic_anomaly,4,161.06,63,0.5759,Medium,Require MFA verification,OPEN,2026-06-02 21:49:52
A000531,E002754,2026-05-21 16:27:40,U0100,52.153.83.141,Unknown,/database/production,write,privilege_escalation,3,86.49,72,0.6198,Medium,Require MFA verification,OPEN,2026-06-02 21:49:52
A000532,E002755,2026-05-17 20:38:26,U0374,5.58.141.231,Belarus,/vpc/security-groups,write,geographic_anomaly,1,553.63,64,0.6027,Medium,Require MFA verification,OPEN,2026-06-02 21:49:52
A000533,E002757,2026-05-22 13:56:25,U0265,91.151.25.167,Belarus,/network/firewall,configure,privilege_escalation,2,34.95,77,0.5959,High,Temporarily lock account,OPEN,2026-06-02 21:49:52
A000534,E002764,2026-05-05 02:26:39,U0300,104.157.62.204,Anonymous Proxy,/admin/users,login,brute_force,13,3.8,82,0.5899,Critical,Block IP address,OPEN,2026-06-02 21:49:52
A000535,E002768,2026-05-17 21:28:35,U0003,64.84.182.101,Tor Exit Node,/backup/snapshots,write,privilege_escalation,1,16.21,90,0.6119,Critical,Temporarily lock account,OPEN,2026-06-02 21:49:52
A000536,E002771,2026-05-13 23:52:13,U0324,198.128.174.93,Nigeria,/vpc/security-groups,write,geographic_anomaly,2,220.13,77,0.5676,High,Temporarily lock account,OPEN,2026-06-02 21:49:52
A000537,E002775,2026-05-05 20:58:46,U0360,192.73.155.86,United Kingdom,/storage/bucket-public,upload,normal,0,14.4,20,0.568,Low,Monitor activity,OPEN,2026-06-02 21:49:52
A000538,E002776,2026-05-24 22:05:39,U0363,198.50.76.14,Anonymous Proxy,/vpc/security-groups,download,data_exfiltration,1,7246.82,83,0.6555,Critical,Terminate session,OPEN,2026-06-02 21:49:52
A000539,E002784,2026-05-26 02:00:01,U0282,52.61.92.202,Sweden,/backup/snapshots,logout,normal,0,23.22,17,0.5402,Low,Monitor activity,OPEN,2026-06-02 21:49:52
A000540,E002790,2026-05-19 15:03:49,U0054,196.174.74.64,Nigeria,/admin/settings,configure,geographic_anomaly,1,204.15,82,0.5572,High,Temporarily lock account,OPEN,2026-06-02 21:49:52
A000541,E002796,2026-05-19 18:36:39,U0469,24.238.110.143,Belarus,/storage/bucket-private,write,geographic_anomaly,2,57.36,75,0.5467,High,Temporarily lock account,OPEN,2026-06-02 21:49:52
A000542,E002797,2026-05-15 18:44:38,U0399,91.131.131.175,North Korea,/iam/roles,download,data_exfiltration,1,7642.73,83,0.6087,Critical,Terminate session,OPEN,2026-06-02 21:49:52
A000543,E002802,2026-05-06 23:17:18,U0387,91.77.250.48,Unknown,/database/production,configure,geographic_anomaly,4,589.2,71,0.5785,Medium,Require MFA verification,OPEN,2026-06-02 21:49:52
A000544,E002806,2026-05-10 10:40:08,U0207,8.93.242.88,Anonymous Proxy,/backup/snapshots,download,data_exfiltration,0,5176.65,76,0.5849,Critical,Terminate session,OPEN,2026-06-02 21:49:52
A000545,E002807,2026-05-30 15:40:04,U0293,24.90.8.153,Anonymous Proxy,/backup/snapshots,download,data_exfiltration,1,3808.09,75,0.5963,Critical,Terminate session,OPEN,2026-06-02 21:49:52
A000546,E002810,2026-05-09 15:52:22,U0014,196.186.215.157,Nigeria,/admin/users,download,data_exfiltration,1,6843.43,56,0.6107,Critical,Terminate session,OPEN,2026-06-02 21:49:52
A000547,E002813,2026-06-02 19:16:13,U0348,172.239.212.50,Anonymous Proxy,/storage/bucket-private,download,geographic_anomaly,4,352.48,53,0.5647,Medium,Require MFA verification,OPEN,2026-06-02 21:49:52
A000548,E002816,2026-05-29 00:25:07,U0259,91.234.153.149,Ukraine,/admin/settings,delete,privilege_escalation,3,142.67,82,0.6137,High,Temporarily lock account,OPEN,2026-06-02 21:49:52
A000549,E002823,2026-05-15 23:01:30,U0050,64.241.104.63,Belarus,/iam/roles,login,brute_force,15,0.27,78,0.5838,Critical,Block IP address,OPEN,2026-06-02 21:49:52
A000550,E002824,2026-05-22 18:03:03,U0312,8.63.176.79,Nigeria,/admin/users,delete,geographic_anomaly,4,282.63,64,0.5636,Medium,Require MFA verification,OPEN,2026-06-02 21:49:52
A000551,E002825,2026-05-06 00:32:51,U0119,5.74.36.203,Anonymous Proxy,/storage/bucket-private,download,data_exfiltration,0,8275.01,78,0.6317,Critical,Terminate session,OPEN,2026-06-02 21:49:52
A000552,E002827,2026-05-31 17:53:51,U0240,24.251.244.22,North Korea,/storage/bucket-private,download,data_exfiltration,2,4805.23,94,0.6176,Critical,Terminate session,OPEN,2026-06-02 21:49:52
A000553,E002830,2026-05-09 08:10:38,U0178,192.159.248.209,Anonymous Proxy,/network/firewall,configure,privilege_escalation,2,83.15,66,0.6095,Medium,Require MFA verification,OPEN,2026-06-02 21:49:52
A000554,E002832,2026-05-17 10:59:27,U0117,192.57.107.247,Nigeria,/storage/bucket-private,download,data_exfiltration,1,7729.25,76,0.5961,Critical,Terminate session,OPEN,2026-06-02 21:49:52
A000555,E002836,2026-05-14 06:01:45,U0348,24.249.3.226,Belarus,/iam/roles,download,data_exfiltration,2,5536.75,95,0.6255,Critical,Terminate session,OPEN,2026-06-02 21:49:52
A000556,E002839,2026-05-08 22:21:41,U0176,8.196.168.101,Anonymous Proxy,/backup/snapshots,login,brute_force,13,3.15,75,0.5732,Critical,Block IP address,OPEN,2026-06-02 21:49:52
A000557,E002840,2026-05-31 11:45:03,U0185,8.145.202.213,Belarus,/network/firewall,login,brute_force,18,1.38,72,0.602,Critical,Block IP address,OPEN,2026-06-02 21:49:52
A000558,E002855,2026-06-02 05:50:16,U0492,213.57.247.147,Ukraine,/admin/settings,download,data_exfiltration,0,4302.68,87,0.6083,Critical,Terminate session,OPEN,2026-06-02 21:49:52
A000559,E002860,2026-05-28 18:32:32,U0118,91.43.166.63,Romania,/admin/settings,write,privilege_escalation,2,156.45,72,0.631,Medium,Require MFA verification,OPEN,2026-06-02 21:49:52
A000560,E002868,2026-05-24 22:26:54,U0020,24.202.242.74,Tor Exit Node,/admin/settings,download,data_exfiltration,2,8649.78,84,0.6381,Critical,Terminate session,OPEN,2026-06-02 21:49:52
A000561,E002875,2026-05-17 18:43:39,U0091,8.33.40.54,Nigeria,/storage/bucket-private,delete,privilege_escalation,1,63.53,86,0.5672,High,Temporarily lock account,OPEN,2026-06-02 21:49:52
A000562,E002894,2026-05-24 19:06:45,U0290,104.6.110.11,Nigeria,/vpc/security-groups,download,data_exfiltration,1,7392.92,83,0.607,Critical,Terminate session,OPEN,2026-06-02 21:49:52
A000563,E002895,2026-05-10 09:56:14,U0459,172.235.248.201,Tor Exit Node,/storage/bucket-private,configure,geographic_anomaly,4,351.23,69,0.5607,Medium,Require MFA verification,OPEN,2026-06-02 21:49:52
A000564,E002896,2026-05-16 16:48:37,U0052,192.36.212.34,Tor Exit Node,/admin/users,download,data_exfiltration,1,6295.89,81,0.5927,Critical,Terminate session,OPEN,2026-06-02 21:49:52
A000565,E002906,2026-05-09 06:32:54,U0448,52.237.45.97,United Kingdom,/logs/audit,upload,normal,0,42.54,17,0.557,Low,Monitor activity,OPEN,2026-06-02 21:49:52
A000566,E002908,2026-06-01 01:09:06,U0117,104.46.213.30,Ukraine,/admin/users,download,geographic_anomaly,2,581.73,80,0.5425,High,Temporarily lock account,OPEN,2026-06-02 21:49:52
A000567,E002913,2026-05-18 18:05:03,U0170,196.199.206.218,Ukraine,/backup/snapshots,download,data_exfiltration,1,7536.41,86,0.5984,Critical,Terminate session,OPEN,2026-06-02 21:49:52
A000568,E002917,2026-05-27 19:42:36,U0036,24.174.161.140,Ukraine,/admin/settings,login,brute_force,10,6.53,64,0.5678,Critical,Block IP address,OPEN,2026-06-02 21:49:52
A000569,E002921,2026-05-06 09:41:55,U0268,45.110.42.168,Ukraine,/backup/snapshots,delete,privilege_escalation,1,81.75,78,0.5771,High,Temporarily lock account,OPEN,2026-06-02 21:49:52
A000570,E002925,2026-05-10 17:05:13,U0378,185.82.110.13,Unknown,/storage/bucket-private,delete,privilege_escalation,2,103.38,97,0.605,Critical,Temporarily lock account,OPEN,2026-06-02 21:49:52
A000571,E002928,2026-05-30 18:56:21,U0419,45.244.7.156,Anonymous Proxy,/iam/roles,download,data_exfiltration,2,1681.9,78,0.5553,High,Temporarily lock account,OPEN,2026-06-02 21:49:52
A000572,E002930,2026-05-09 07:40:00,U0456,45.122.46.167,Ukraine,/iam/roles,write,geographic_anomaly,1,248.85,58,0.5513,Low,Monitor activity,OPEN,2026-06-02 21:49:52
A000573,E002944,2026-05-31 12:38:22,U0064,192.224.35.20,Belarus,/admin/users,download,geographic_anomaly,3,244.28,94,0.5726,Critical,Temporarily lock account,OPEN,2026-06-02 21:49:52
A000574,E002951,2026-05-27 07:18:08,U0125,196.98.44.151,Unknown,/iam/roles,login,brute_force,19,0.94,76,0.6042,Critical,Block IP address,OPEN,2026-06-02 21:49:52
A000575,E002959,2026-05-11 20:44:17,U0038,185.18.244.122,Nigeria,/storage/bucket-private,download,data_exfiltration,1,4499.68,94,0.6126,Critical,Terminate session,OPEN,2026-06-02 21:49:52
A000576,E002961,2026-06-01 06:20:36,U0289,64.102.42.197,Tor Exit Node,/backup/snapshots,write,geographic_anomaly,1,416.11,84,0.5685,High,Temporarily lock account,OPEN,2026-06-02 21:49:52
A000577,E002962,2026-06-01 07:33:42,U0088,52.131.232.141,Ukraine,/admin/settings,delete,privilege_escalation,1,164.21,62,0.6084,Medium,Require MFA verification,OPEN,2026-06-02 21:49:52
A000578,E002965,2026-05-30 05:56:56,U0229,64.90.43.166,Anonymous Proxy,/network/firewall,login,brute_force,8,5.39,73,0.5539,High,Temporarily lock account,OPEN,2026-06-02 21:49:52
A000579,E002968,2026-05-27 17:14:39,U0174,196.207.164.162,North Korea,/iam/roles,login,brute_force,15,0.75,71,0.556,Critical,Block IP address,OPEN,2026-06-02 21:49:52
A000580,E002979,2026-05-13 19:32:38,U0131,198.180.145.104,France,/database/staging,logout,normal,0,17.58,13,0.5429,Low,Monitor activity,OPEN,2026-06-02 21:49:52
A000581,E002982,2026-05-11 14:10:10,U0438,24.34.143.150,Belarus,/admin/users,delete,privilege_escalation,0,122.13,81,0.6051,High,Temporarily lock account,OPEN,2026-06-02 21:49:52
A000582,E002983,2026-05-29 06:16:29,U0159,198.131.2.250,United States,/api/users,login,normal,0,8.04,9,0.5466,Low,Monitor activity,OPEN,2026-06-02 21:49:52
A000583,E002991,2026-05-30 03:35:10,U0454,192.36.20.139,Belarus,/admin/users,configure,privilege_escalation,0,151.71,68,0.6253,Medium,Require MFA verification,OPEN,2026-06-02 21:49:52
A000584,E002993,2026-05-08 15:04:01,U0404,196.137.197.57,Romania,/network/firewall,login,brute_force,19,6.15,50,0.593,Critical,Block IP address,OPEN,2026-06-02 21:49:52
A000585,E002996,2026-05-26 10:49:18,U0341,185.72.143.205,Romania,/backup/snapshots,write,privilege_escalation,2,171.25,69,0.6103,Medium,Require MFA verification,OPEN,2026-06-02 21:49:52
A000586,E003001,2026-05-15 13:56:33,U0457,213.4.38.164,Unknown,/vpc/security-groups,configure,privilege_escalation,2,170.98,83,0.6265,High,Temporarily lock account,OPEN,2026-06-02 21:49:52
A000587,E003018,2026-05-23 21:54:46,U0469,91.131.13.232,Belarus,/backup/snapshots,configure,geographic_anomaly,2,170.3,63,0.5485,Medium,Require MFA verification,OPEN,2026-06-02 21:49:52
A000588,E003021,2026-06-01 15:52:47,U0366,198.151.214.103,Singapore,/storage/bucket-private,list,normal,0,66.18,16,0.5508,Low,Monitor activity,OPEN,2026-06-02 21:49:52
A000589,E003024,2026-06-01 08:50:30,U0350,91.47.104.251,Romania,/admin/users,configure,privilege_escalation,1,157.58,89,0.609,High,Temporarily lock account,OPEN,2026-06-02 21:49:52
A000590,E003027,2026-05-13 20:13:17,U0084,185.143.138.33,Ukraine,/database/production,download,data_exfiltration,0,5669.45,87,0.61,Critical,Terminate session,OPEN,2026-06-02 21:49:52
A000591,E003028,2026-05-28 22:01:23,U0228,52.124.125.23,Ukraine,/backup/snapshots,configure,geographic_anomaly,4,513.27,51,0.5838,Medium,Require MFA verification,OPEN,2026-06-02 21:49:52
A000592,E003029,2026-05-13 15:27:41,U0173,72.181.252.205,Tor Exit Node,/storage/bucket-private,configure,geographic_anomaly,2,228.42,60,0.539,Medium,Require MFA verification,OPEN,2026-06-02 21:49:52
A000593,E003039,2026-05-19 03:50:10,U0370,172.148.195.20,Belarus,/vpc/security-groups,login,brute_force,18,1.73,71,0.6162,Critical,Block IP address,OPEN,2026-06-02 21:49:52
A000594,E003052,2026-05-18 03:10:20,U0105,24.31.77.237,North Korea,/database/production,login,brute_force,11,1.46,88,0.5445,Critical,Block IP address,OPEN,2026-06-02 21:49:52
A000595,E003069,2026-05-11 23:00:03,U0180,198.166.55.179,Netherlands,/storage/bucket-public,login,normal,0,27.06,16,0.5519,Low,Monitor activity,OPEN,2026-06-02 21:49:52
A000596,E003070,2026-06-01 22:49:39,U0241,198.34.99.189,Romania,/iam/roles,write,privilege_escalation,1,61.59,70,0.59,Medium,Require MFA verification,OPEN,2026-06-02 21:49:52
A000597,E003071,2026-06-02 12:44:43,U0399,172.50.63.55,Nigeria,/backup/snapshots,download,data_exfiltration,2,2990.33,85,0.6181,Critical,Terminate session,OPEN,2026-06-02 21:49:52
