event_id,timestamp,user_id,ip_address,country,resource_accessed,action_type,failed_logins,session_duration,data_download_mb,admin_action,risk_score,attack_type,label,prediction,anomaly_score,threat_level,recommended_action
E002991,2026-05-30 03:35:10,U0454,192.36.20.139,Belarus,/admin/users,configure,0,195,151.71,Yes,68,privilege_escalation,1,1,0.6253,Medium,Require MFA verification
E002992,2026-05-05 17:45:34,U0249,72.206.70.127,Germany,/compute/instances,logout,0,1560,19.5,No,14,normal,0,0,0.3825,Low,No Action Required
E002993,2026-05-08 15:04:01,U0404,196.137.197.57,Romania,/network/firewall,login,19,44,6.15,No,50,brute_force,1,1,0.593,Critical,Block IP address
E002994,2026-05-23 15:18:46,U0182,8.94.64.17,United States,/storage/bucket-public,upload,0,824,36.33,No,15,normal,0,0,0.4659,Low,No Action Required
E002995,2026-05-04 17:03:44,U0251,72.18.13.211,Norway,/compute/instances,list,0,1416,12.7,No,23,normal,0,0,0.3902,Low,No Action Required
E002996,2026-05-26 10:49:18,U0341,185.72.143.205,Romania,/backup/snapshots,write,2,547,171.25,Yes,69,privilege_escalation,1,1,0.6103,Medium,Require MFA verification
E002997,2026-05-05 17:05:14,U0020,24.226.191.156,Sweden,/backup/snapshots,read,0,801,1.43,No,24,normal,0,0,0.4177,Low,No Action Required
E002998,2026-05-10 06:14:04,U0128,198.13.56.40,Ireland,/vpc/security-groups,update,0,1591,46.24,No,13,normal,0,0,0.4293,Low,No Action Required
E002999,2026-05-17 02:28:18,U0103,104.207.94.32,Ireland,/api/data,upload,0,2892,0.36,No,19,normal,0,0,0.4311,Low,No Action Required
E003000,2026-05-04 08:06:56,U0332,8.86.195.5,Finland,/api/data,read,0,1702,1.79,No,4,normal,0,0,0.4097,Low,No Action Required
E003001,2026-05-15 13:56:33,U0457,213.4.38.164,Unknown,/vpc/security-groups,configure,2,102,170.98,Yes,83,privilege_escalation,1,1,0.6265,High,Temporarily lock account
E003002,2026-05-19 23:08:39,U0177,24.149.77.15,Germany,/database/staging,update,2,1285,90.79,No,22,normal,0,0,0.4787,Low,No Action Required
E003003,2026-05-30 04:30:06,U0027,8.93.240.56,Canada,/api/data,list,0,2110,6.18,No,22,normal,0,0,0.412,Low,No Action Required
E003004,2026-05-06 00:33:19,U0247,24.224.190.15,Norway,/database/staging,update,0,286,6.92,No,12,normal,0,0,0.4181,Low,No Action Required
E003005,2026-05-11 20:42:04,U0325,192.56.176.51,France,/storage/bucket-public,read,0,60,24.88,No,19,normal,0,0,0.4505,Low,No Action Required
E003006,2026-05-26 11:34:40,U0197,52.93.84.159,United States,/logs/audit,login,0,2464,22.91,No,25,normal,0,0,0.425,Low,No Action Required
E003007,2026-05-30 05:31:53,U0082,192.106.175.199,India,/api/data,read,0,2707,10.32,No,6,normal,0,0,0.4068,Low,No Action Required
E003008,2026-05-11 02:36:32,U0408,198.151.73.77,Sweden,/storage/bucket-public,update,0,2447,5.21,No,26,normal,0,0,0.441,Low,No Action Required
E003009,2026-05-09 02:13:48,U0028,198.3.107.115,United Kingdom,/network/firewall,update,2,2415,24.44,No,20,normal,0,0,0.4869,Low,No Action Required
E003010,2026-05-27 07:51:20,U0169,198.51.219.173,Finland,/storage/bucket-public,login,0,2085,67.53,No,29,normal,0,0,0.4379,Low,No Action Required
E003011,2026-05-18 12:30:02,U0342,64.30.235.144,United States,/database/staging,upload,0,60,29.49,No,3,normal,0,0,0.4915,Low,No Action Required
E003012,2026-05-13 00:12:03,U0243,64.96.243.109,Singapore,/api/users,download,0,1369,34.34,No,24,normal,0,0,0.4131,Low,No Action Required
E003013,2026-05-18 10:43:34,U0019,172.84.163.230,Ireland,/storage/bucket-public,logout,0,2083,10.95,No,23,normal,0,0,0.4018,Low,No Action Required
E003014,2026-05-05 20:35:40,U0326,52.81.128.35,Norway,/logs/audit,read,0,1659,22.51,No,25,normal,0,0,0.3955,Low,No Action Required
E003015,2026-05-13 13:12:36,U0357,8.169.41.216,Norway,/api/data,logout,0,1600,48.86,Yes,18,normal,0,0,0.5313,Low,No Action Required
E003016,2026-05-22 01:43:40,U0047,104.201.102.73,Japan,/logs/audit,upload,0,3024,68.79,No,15,normal,0,0,0.4378,Low,No Action Required
E003017,2026-05-10 11:24:12,U0391,172.83.58.75,United States,/storage/bucket-public,update,0,60,35.89,No,20,normal,0,0,0.4767,Low,No Action Required
E003018,2026-05-23 21:54:46,U0469,91.131.13.232,Belarus,/backup/snapshots,configure,2,439,170.3,No,63,geographic_anomaly,1,1,0.5485,Medium,Require MFA verification
E003019,2026-05-30 23:56:15,U0484,64.78.229.74,Norway,/api/data,list,0,2617,7.19,No,19,normal,0,0,0.4031,Low,No Action Required
E003020,2026-05-12 07:15:44,U0394,64.46.214.144,Finland,/admin/users,logout,0,1952,18.07,No,10,normal,0,0,0.4165,Low,No Action Required
E003021,2026-06-01 15:52:47,U0366,198.151.214.103,Singapore,/storage/bucket-private,list,0,2433,66.18,Yes,16,normal,0,1,0.5508,Low,Monitor activity
E003022,2026-05-31 06:36:03,U0178,198.141.168.138,France,/storage/bucket-public,update,0,2255,4.67,No,16,normal,0,0,0.416,Low,No Action Required
E003023,2026-06-02 21:20:04,U0431,72.47.0.175,Australia,/api/data,read,0,2149,11.66,No,8,normal,0,0,0.4191,Low,No Action Required
E003024,2026-06-01 08:50:30,U0350,91.47.104.251,Romania,/admin/users,configure,1,520,157.58,Yes,89,privilege_escalation,1,1,0.609,High,Temporarily lock account
E003025,2026-05-21 21:38:24,U0416,104.202.222.188,Ireland,/api/data,logout,0,1548,31.41,No,10,normal,0,0,0.3895,Low,No Action Required
E003026,2026-05-19 03:56:23,U0323,8.73.10.59,United States,/api/data,download,0,1176,27.34,No,1,normal,0,0,0.4558,Low,No Action Required
E003027,2026-05-13 20:13:17,U0084,185.143.138.33,Ukraine,/database/production,download,0,5602,5669.45,No,87,data_exfiltration,1,1,0.61,Critical,Terminate session
E003028,2026-05-28 22:01:23,U0228,52.124.125.23,Ukraine,/backup/snapshots,configure,4,142,513.27,No,51,geographic_anomaly,1,1,0.5838,Medium,Require MFA verification
E003029,2026-05-13 15:27:41,U0173,72.181.252.205,Tor Exit Node,/storage/bucket-private,configure,2,116,228.42,No,60,geographic_anomaly,1,1,0.539,Medium,Require MFA verification
E003030,2026-05-28 13:29:07,U0001,52.87.224.148,Ireland,/api/users,upload,0,2599,7.26,No,12,normal,0,0,0.4106,Low,No Action Required
E003031,2026-05-13 05:04:54,U0146,192.64.67.135,Ireland,/logs/audit,logout,0,1707,96.71,No,24,normal,0,0,0.4095,Low,No Action Required
E003032,2026-05-11 17:44:03,U0064,172.130.254.1,United Kingdom,/compute/instances,login,0,1602,34.42,No,9,normal,0,0,0.4029,Low,No Action Required
E003033,2026-05-30 14:05:23,U0306,8.86.119.15,India,/api/files,upload,0,3029,3.25,No,5,normal,0,0,0.4371,Low,No Action Required
E003034,2026-05-21 16:00:04,U0170,192.63.153.246,United States,/storage/bucket-public,download,0,1306,1.9,No,13,normal,0,0,0.4479,Low,No Action Required
E003035,2026-05-05 02:23:47,U0392,45.230.193.209,Nigeria,/backup/snapshots,login,11,25,7.54,No,72,brute_force,1,0,0.5277,Critical,No Action Required
E003036,2026-05-05 13:01:10,U0262,24.149.40.72,Germany,/api/data,logout,0,1446,82.4,No,15,normal,0,0,0.4117,Low,No Action Required
E003037,2026-05-24 01:42:30,U0481,24.14.114.13,Ireland,/storage/bucket-public,upload,0,2140,30.89,No,18,normal,0,0,0.4277,Low,No Action Required
E003038,2026-05-19 03:53:20,U0043,192.148.125.30,Canada,/database/staging,logout,0,3818,0.07,No,13,normal,0,0,0.4515,Low,No Action Required
E003039,2026-05-19 03:50:10,U0370,172.148.195.20,Belarus,/vpc/security-groups,login,18,51,1.73,No,71,brute_force,1,1,0.6162,Critical,Block IP address
E003040,2026-05-29 12:37:59,U0242,8.185.19.203,Spain,/api/files,list,0,2653,11.33,No,9,normal,0,0,0.4047,Low,No Action Required
E003041,2026-05-27 12:31:36,U0242,72.223.235.93,Netherlands,/api/data,update,0,3392,19.31,No,24,normal,0,0,0.4423,Low,No Action Required
E003042,2026-05-28 18:31:53,U0250,72.87.34.136,India,/api/data,upload,0,1279,22.73,No,12,normal,0,0,0.4144,Low,No Action Required
E003043,2026-05-19 23:43:47,U0260,192.163.246.28,United States,/api/files,logout,0,2803,4.3,No,12,normal,0,0,0.4225,Low,No Action Required
E003044,2026-05-25 02:52:46,U0493,104.92.13.183,United States,/api/files,logout,0,3032,1.62,No,5,normal,0,0,0.4382,Low,No Action Required
E003045,2026-05-31 19:42:29,U0245,8.35.169.17,Finland,/api/data,upload,0,1807,2.05,No,25,normal,0,0,0.4292,Low,No Action Required
E003046,2026-05-04 21:48:56,U0421,5.66.137.193,Belarus,/database/production,delete,3,564,14.57,No,69,geographic_anomaly,1,0,0.5262,Low,No Action Required
E003047,2026-05-06 23:27:21,U0098,72.200.186.186,Canada,/api/users,login,0,2569,25.44,No,10,normal,0,0,0.3978,Low,No Action Required
E003048,2026-05-20 10:01:38,U0163,198.28.184.102,Germany,/logs/audit,read,1,2778,49.46,No,22,normal,0,0,0.4422,Low,No Action Required
E003049,2026-05-29 14:33:05,U0269,24.81.249.151,United States,/iam/roles,upload,0,2230,31.9,No,19,normal,0,0,0.4416,Low,No Action Required
E003050,2026-05-12 17:31:28,U0103,198.54.194.229,Ireland,/logs/audit,logout,0,2493,50.13,No,8,normal,0,0,0.4017,Low,No Action Required
E003051,2026-05-15 11:38:25,U0052,104.120.110.191,United States,/api/data,read,0,2502,2.4,No,26,normal,0,0,0.4381,Low,No Action Required
E003052,2026-05-18 03:10:20,U0105,24.31.77.237,North Korea,/database/production,login,11,55,1.46,No,88,brute_force,1,1,0.5445,Critical,Block IP address
E003053,2026-06-02 15:50:13,U0312,64.160.176.241,Canada,/api/users,list,0,2804,23.06,No,27,normal,0,0,0.4225,Low,No Action Required
E003054,2026-05-11 00:50:29,U0093,8.99.33.143,India,/database/production,logout,0,1500,6.53,No,6,normal,0,0,0.3849,Low,No Action Required
E003055,2026-05-23 00:46:59,U0244,8.11.125.70,Canada,/api/data,login,0,2575,11.22,No,5,normal,0,0,0.4151,Low,No Action Required
E003056,2026-05-26 12:40:07,U0333,8.222.250.203,Canada,/admin/users,list,0,1877,19.37,No,11,normal,0,0,0.4267,Low,No Action Required
E003057,2026-05-18 23:36:49,U0300,72.60.183.250,United Kingdom,/logs/audit,download,0,1398,10.18,No,18,normal,0,0,0.4169,Low,No Action Required
E003058,2026-05-09 01:01:24,U0214,24.203.141.175,Australia,/compute/instances,download,0,2272,11.15,No,12,normal,0,0,0.4288,Low,No Action Required
E003059,2026-05-11 03:55:49,U0401,91.212.1.151,Ukraine,/database/production,login,8,20,1.63,No,55,brute_force,1,0,0.5295,Low,No Action Required
E003060,2026-05-26 11:56:34,U0201,104.165.110.98,Norway,/api/files,update,0,1083,22.07,No,24,normal,0,0,0.4079,Low,No Action Required
E003061,2026-05-15 00:58:34,U0110,192.28.28.127,Norway,/database/staging,login,0,1991,31.47,No,10,normal,0,0,0.3859,Low,No Action Required
E003062,2026-05-29 10:42:22,U0397,52.87.99.100,Germany,/api/users,read,0,2777,37.5,No,27,normal,0,0,0.4153,Low,No Action Required
E003063,2026-05-24 04:33:55,U0294,104.117.77.152,Japan,/storage/bucket-public,download,0,690,7.55,No,32,normal,0,0,0.4435,Low,No Action Required
E003064,2026-05-26 03:47:30,U0148,64.35.111.207,Ireland,/admin/settings,download,0,2789,20.86,No,13,normal,0,0,0.4453,Low,No Action Required
E003065,2026-05-26 22:29:12,U0067,24.184.99.47,Canada,/compute/instances,read,0,2320,73.21,No,0,normal,0,0,0.4391,Low,No Action Required
E003066,2026-05-19 09:07:56,U0433,8.75.180.73,India,/database/staging,list,0,843,31.17,No,5,normal,0,0,0.4015,Low,No Action Required
E003067,2026-05-16 06:50:42,U0430,64.189.12.82,United States,/logs/audit,logout,0,635,21.14,No,22,normal,0,0,0.4278,Low,No Action Required
E003068,2026-05-27 23:32:35,U0104,24.36.184.215,Sweden,/storage/bucket-public,download,1,1678,0.57,No,7,normal,0,0,0.4601,Low,No Action Required
E003069,2026-05-11 23:00:03,U0180,198.166.55.179,Netherlands,/storage/bucket-public,login,0,3185,27.06,Yes,16,normal,0,1,0.5519,Low,Monitor activity
E003070,2026-06-01 22:49:39,U0241,198.34.99.189,Romania,/iam/roles,write,1,593,61.59,Yes,70,privilege_escalation,1,1,0.59,Medium,Require MFA verification
E003071,2026-06-02 12:44:43,U0399,172.50.63.55,Nigeria,/backup/snapshots,download,2,6589,2990.33,No,85,data_exfiltration,1,1,0.6181,Critical,Terminate session
E003072,2026-05-04 04:26:07,U0312,198.132.194.136,Ireland,/network/firewall,download,0,1822,12.8,No,19,normal,0,0,0.4037,Low,No Action Required
E003073,2026-05-26 13:44:23,U0093,24.158.77.4,Netherlands,/logs/audit,list,0,3051,23.28,No,11,normal,0,0,0.4097,Low,No Action Required
E003074,2026-05-09 20:58:51,U0419,8.170.164.1,Canada,/logs/audit,login,0,1382,21.69,No,8,normal,0,0,0.4042,Low,No Action Required
E003075,2026-06-02 01:11:15,U0230,8.48.77.179,Anonymous Proxy,/backup/snapshots,download,2,5449,6800.61,No,93,data_exfiltration,1,1,0.6452,Critical,Terminate session
E003076,2026-05-10 21:30:30,U0392,64.243.126.155,Australia,/compute/instances,read,1,1092,69.59,No,24,normal,0,0,0.4602,Low,No Action Required
E003077,2026-05-31 17:37:13,U0499,45.48.126.59,Unknown,/vpc/security-groups,download,2,5210,7115.82,No,91,data_exfiltration,1,1,0.6597,Critical,Terminate session
E003078,2026-05-18 01:15:41,U0291,64.74.60.230,Tor Exit Node,/network/firewall,login,14,53,5.37,No,78,brute_force,1,1,0.556,Critical,Block IP address
E003079,2026-05-10 21:46:27,U0245,198.252.121.77,North Korea,/database/production,delete,0,213,97.36,Yes,79,privilege_escalation,1,1,0.568,High,Temporarily lock account
E003080,2026-05-16 16:15:25,U0188,198.92.128.175,France,/storage/bucket-private,login,1,1809,44.41,No,18,normal,0,0,0.4343,Low,No Action Required
E003081,2026-05-31 08:46:52,U0087,104.7.206.107,Ireland,/api/files,download,0,1656,21.15,No,18,normal,0,0,0.3974,Low,No Action Required
E003082,2026-05-28 05:17:25,U0053,24.53.92.244,Unknown,/network/firewall,configure,0,641,57.72,Yes,87,privilege_escalation,1,1,0.6041,High,Temporarily lock account
E003083,2026-05-25 07:46:54,U0496,104.143.190.244,Australia,/logs/audit,read,0,1986,0.44,No,18,normal,0,0,0.4097,Low,No Action Required
E003084,2026-05-30 17:01:57,U0092,8.191.0.109,Finland,/api/files,download,0,1632,61.91,No,2,normal,0,0,0.4395,Low,No Action Required
E003085,2026-05-23 04:41:14,U0325,198.8.196.44,Singapore,/admin/settings,logout,0,1781,21.22,No,23,normal,0,0,0.4334,Low,No Action Required
E003086,2026-05-18 10:56:36,U0471,198.56.180.249,Netherlands,/api/data,update,0,2226,5.95,No,20,normal,0,0,0.4002,Low,No Action Required
E003087,2026-05-11 21:01:27,U0053,104.26.212.247,Germany,/storage/bucket-public,list,0,1278,3.04,No,12,normal,0,0,0.4159,Low,No Action Required
E003088,2026-05-12 10:56:24,U0193,72.125.180.104,Finland,/api/users,logout,0,2648,33.13,No,12,normal,0,0,0.398,Low,No Action Required
E003089,2026-05-30 18:29:07,U0275,198.219.40.28,Germany,/compute/instances,upload,0,2407,41.67,No,7,normal,0,0,0.4204,Low,No Action Required
E003090,2026-05-06 03:43:25,U0416,104.238.48.247,Spain,/api/users,read,0,757,20.13,No,16,normal,0,0,0.403,Low,No Action Required
E003091,2026-05-27 05:51:57,U0228,104.210.23.39,Canada,/api/users,download,0,1807,11.51,No,29,normal,0,0,0.4254,Low,No Action Required
E003092,2026-05-07 04:24:01,U0437,198.244.146.211,United States,/compute/instances,logout,0,841,49.26,No,18,normal,0,0,0.4181,Low,No Action Required
E003093,2026-05-15 23:08:38,U0093,72.136.78.48,Singapore,/api/files,logout,0,2378,34.94,No,2,normal,0,0,0.4128,Low,No Action Required
E003094,2026-05-27 04:01:55,U0292,72.109.155.93,India,/storage/bucket-public,read,2,1786,9.99,No,0,normal,0,0,0.4769,Low,No Action Required
E003095,2026-05-04 22:28:37,U0150,91.67.142.134,Tor Exit Node,/network/firewall,configure,3,334,37.18,Yes,67,privilege_escalation,1,1,0.5914,Medium,Require MFA verification
E003096,2026-05-30 12:19:14,U0298,172.253.222.126,Ireland,/network/firewall,read,0,1090,8.06,No,9,normal,0,0,0.403,Low,No Action Required
E003097,2026-05-13 23:34:24,U0121,72.0.41.1,Germany,/backup/snapshots,download,0,3022,4.74,No,9,normal,0,0,0.4227,Low,No Action Required
E003098,2026-05-14 07:04:55,U0363,52.141.177.216,Sweden,/database/staging,update,0,1941,18.23,Yes,15,normal,0,0,0.5371,Low,No Action Required
E003099,2026-05-24 05:28:18,U0361,192.163.156.24,Norway,/compute/instances,list,1,1838,6.03,No,15,normal,0,0,0.4137,Low,No Action Required
E003100,2026-05-20 17:10:34,U0231,192.221.209.95,Norway,/compute/instances,logout,2,820,2.06,No,4,normal,0,0,0.454,Low,No Action Required
E003101,2026-05-20 14:18:44,U0422,104.109.32.35,Ireland,/database/staging,logout,0,1844,27.09,No,13,normal,0,0,0.3791,Low,No Action Required
E003102,2026-05-17 08:39:13,U0472,72.223.209.207,United States,/storage/bucket-public,update,0,1570,30.6,No,18,normal,0,0,0.4411,Low,No Action Required
E003103,2026-05-20 01:51:12,U0380,172.168.245.109,Romania,/vpc/security-groups,write,1,323,401.26,No,72,geographic_anomaly,1,1,0.5754,Medium,Require MFA verification
E003104,2026-05-29 02:03:03,U0203,52.83.62.101,Netherlands,/admin/users,list,0,1013,4.36,No,27,normal,0,0,0.4307,Low,No Action Required
E003105,2026-05-30 10:47:18,U0002,104.142.168.244,Finland,/vpc/security-groups,logout,0,2660,8.5,No,3,normal,0,0,0.4523,Low,No Action Required
E003106,2026-05-20 12:55:02,U0389,172.73.114.64,Japan,/api/users,download,0,2451,2.93,Yes,10,normal,0,0,0.5357,Low,No Action Required
E003107,2026-05-13 00:46:26,U0464,72.70.133.197,Germany,/api/files,download,0,1998,46.32,No,20,normal,0,0,0.4074,Low,No Action Required
E003108,2026-05-19 16:47:23,U0008,198.1.98.8,Norway,/storage/bucket-public,login,0,3099,23.07,No,6,normal,0,0,0.4341,Low,No Action Required
E003109,2026-05-24 11:47:58,U0247,52.162.119.15,Norway,/storage/bucket-public,upload,0,1538,13.11,No,16,normal,0,0,0.423,Low,No Action Required
E003110,2026-06-02 13:44:53,U0283,8.85.57.222,Tor Exit Node,/admin/users,download,0,6682,5576.31,No,69,data_exfiltration,1,1,0.6352,Critical,Terminate session
E003111,2026-05-30 17:28:50,U0330,198.13.136.8,Germany,/admin/settings,upload,0,1794,9.97,No,18,normal,0,0,0.4489,Low,No Action Required
E003112,2026-05-18 01:06:35,U0127,52.49.25.75,Australia,/api/users,list,0,884,81.15,No,19,normal,0,0,0.4429,Low,No Action Required
E003113,2026-05-14 18:08:51,U0342,8.149.250.99,Ukraine,/network/firewall,login,15,7,5.18,No,97,brute_force,1,1,0.5827,Critical,Block IP address
E003114,2026-05-17 06:15:30,U0410,5.168.247.226,Anonymous Proxy,/backup/snapshots,delete,1,103,1.73,Yes,65,privilege_escalation,1,1,0.6046,Medium,Require MFA verification
E003115,2026-05-10 17:18:15,U0192,52.26.161.97,Japan,/logs/audit,update,0,1857,12.6,No,5,normal,0,0,0.402,Low,No Action Required
E003116,2026-05-17 07:57:40,U0205,198.132.103.41,Ukraine,/storage/bucket-private,login,8,17,8.44,No,68,brute_force,1,0,0.5206,Low,No Action Required
E003117,2026-05-28 12:36:14,U0186,72.77.83.66,United Kingdom,/vpc/security-groups,download,1,2664,58.29,No,11,normal,0,0,0.4982,Low,No Action Required
E003118,2026-05-13 20:01:19,U0356,24.234.169.25,United States,/vpc/security-groups,read,0,1575,43.78,No,17,normal,0,0,0.4575,Low,No Action Required
E003119,2026-05-30 07:05:18,U0043,91.22.157.173,Anonymous Proxy,/vpc/security-groups,download,1,3968,4492.51,No,93,data_exfiltration,1,1,0.6277,Critical,Terminate session
E003120,2026-05-28 12:13:27,U0329,104.101.21.10,India,/database/staging,update,0,1836,12.76,No,19,normal,0,0,0.3871,Low,No Action Required
E003121,2026-05-30 15:50:46,U0002,192.58.230.9,Belarus,/vpc/security-groups,login,13,18,8.52,No,64,brute_force,1,1,0.5997,Critical,Block IP address
E003122,2026-05-22 10:59:29,U0441,198.152.243.240,Sweden,/compute/instances,list,0,1483,43.81,No,14,normal,0,0,0.3979,Low,No Action Required
E003123,2026-05-13 17:54:35,U0157,5.187.236.71,Anonymous Proxy,/vpc/security-groups,download,1,4935,1818.3,No,95,data_exfiltration,1,1,0.6249,Critical,Temporarily lock account
E003124,2026-05-11 07:23:59,U0218,72.19.54.15,France,/database/staging,login,0,1236,13.33,Yes,16,normal,0,0,0.5257,Low,No Action Required
E003125,2026-05-15 07:21:48,U0341,8.59.28.59,Romania,/backup/snapshots,download,1,3142,7371.59,No,80,data_exfiltration,1,1,0.5831,Critical,Terminate session
E003126,2026-05-26 00:17:34,U0160,64.139.137.20,United States,/api/files,login,0,1835,11.83,Yes,0,normal,0,1,0.5536,Low,Monitor activity
E003127,2026-05-15 12:13:36,U0095,24.56.169.75,Netherlands,/storage/bucket-public,upload,0,2859,35.48,No,10,normal,0,0,0.4463,Low,No Action Required
E003128,2026-06-01 20:08:36,U0391,172.198.18.15,Netherlands,/api/data,update,0,2883,24.41,No,0,normal,0,0,0.4392,Low,No Action Required
E003129,2026-05-14 23:25:25,U0424,52.197.39.102,Ukraine,/admin/users,write,3,569,421.08,No,93,geographic_anomaly,1,1,0.6069,Critical,Temporarily lock account
E003130,2026-05-27 03:49:41,U0244,52.129.5.60,Australia,/backup/snapshots,upload,0,377,8.55,No,11,normal,0,0,0.4586,Low,No Action Required
E003131,2026-05-13 05:15:05,U0084,172.67.3.208,Spain,/api/files,list,0,2449,40.73,No,17,normal,0,0,0.4046,Low,No Action Required
E003132,2026-05-18 17:16:13,U0338,192.233.14.9,United Kingdom,/database/production,upload,0,2177,12.32,No,18,normal,0,0,0.4311,Low,No Action Required
E003133,2026-05-24 22:45:28,U0300,198.23.71.169,Australia,/api/data,login,2,1992,41.45,No,13,normal,0,0,0.4694,Low,No Action Required
E003134,2026-05-13 20:14:21,U0312,196.6.100.85,Nigeria,/vpc/security-groups,login,18,56,8.52,No,82,brute_force,1,1,0.6026,Critical,Block IP address
E003135,2026-05-12 08:09:20,U0225,104.78.205.136,Germany,/logs/audit,update,1,1817,31.57,No,13,normal,0,0,0.4234,Low,No Action Required
E003136,2026-05-13 23:36:14,U0430,172.152.74.100,United Kingdom,/network/firewall,read,0,1996,14.97,No,25,normal,0,0,0.429,Low,No Action Required
E003137,2026-05-16 01:59:10,U0241,52.67.123.221,Netherlands,/compute/instances,read,0,2488,43.4,Yes,7,normal,0,0,0.5295,Low,No Action Required
E003138,2026-05-22 13:39:48,U0280,52.170.156.101,Norway,/storage/bucket-public,read,0,2048,65.16,No,19,normal,0,0,0.4164,Low,No Action Required
E003139,2026-05-07 00:40:20,U0017,104.88.77.242,Canada,/compute/instances,read,0,1475,7.85,No,26,normal,0,0,0.4082,Low,No Action Required
E003140,2026-05-10 08:03:46,U0484,104.144.3.45,Anonymous Proxy,/iam/roles,download,2,7191,6704.89,No,100,data_exfiltration,1,1,0.6607,Critical,Terminate session
E003141,2026-05-15 18:56:13,U0355,45.162.100.121,North Korea,/admin/users,configure,2,419,266.01,No,70,geographic_anomaly,1,1,0.5458,Medium,Require MFA verification
E003142,2026-05-29 11:44:35,U0390,64.71.13.97,Ireland,/api/data,list,0,4289,10.07,No,25,normal,0,0,0.4658,Low,No Action Required
E003143,2026-05-15 23:46:13,U0151,172.250.57.90,United Kingdom,/api/data,upload,0,3331,23.3,No,2,normal,0,0,0.4856,Low,No Action Required
E003144,2026-05-23 13:02:56,U0421,192.201.237.175,Finland,/logs/audit,upload,0,305,56.06,No,11,normal,0,0,0.4539,Low,No Action Required
E003145,2026-05-22 23:35:20,U0434,64.228.185.103,North Korea,/network/firewall,delete,2,499,245.16,No,66,geographic_anomaly,1,0,0.503,Low,No Action Required
E003146,2026-05-04 20:32:59,U0412,192.74.145.205,India,/storage/bucket-public,read,0,2207,27.47,No,16,normal,0,0,0.4019,Low,No Action Required
E003147,2026-05-22 04:27:37,U0080,5.215.223.77,Ukraine,/backup/snapshots,delete,1,275,14.9,Yes,94,privilege_escalation,1,1,0.5923,Critical,Temporarily lock account
E003148,2026-05-05 17:40:32,U0018,64.18.232.212,Ireland,/backup/snapshots,login,0,1326,22.19,No,16,normal,0,0,0.3863,Low,No Action Required
E003149,2026-05-09 10:13:43,U0385,52.107.73.84,India,/compute/instances,upload,0,493,4.39,No,23,normal,0,0,0.4316,Low,No Action Required
E003150,2026-05-08 19:19:47,U0076,104.32.92.40,Japan,/compute/instances,logout,1,1153,20.84,No,28,normal,0,0,0.4222,Low,No Action Required
E003151,2026-05-25 01:06:16,U0081,72.58.7.246,Netherlands,/api/files,logout,0,1654,8.75,No,9,normal,0,0,0.3855,Low,No Action Required
E003152,2026-05-10 07:21:03,U0252,72.40.41.106,United States,/api/users,login,0,1523,0.69,No,26,normal,0,0,0.4177,Low,No Action Required
E003153,2026-05-25 13:09:26,U0257,24.123.201.97,Norway,/database/staging,logout,0,925,5.09,No,22,normal,0,0,0.3934,Low,No Action Required
E003154,2026-05-22 01:04:33,U0077,72.116.164.95,Sweden,/api/data,logout,0,1834,23.23,No,0,normal,0,0,0.4206,Low,No Action Required
E003155,2026-05-29 05:01:12,U0308,64.37.79.176,United Kingdom,/api/data,list,1,1458,34.39,No,0,normal,0,0,0.4666,Low,No Action Required
E003156,2026-05-10 08:16:48,U0278,8.19.206.196,Belarus,/database/production,download,2,6026,8670.08,No,79,data_exfiltration,1,1,0.6543,Critical,Terminate session
E003157,2026-05-20 08:25:05,U0390,172.232.225.135,Netherlands,/storage/bucket-public,logout,0,918,13.73,Yes,19,normal,0,0,0.5329,Low,No Action Required
E003158,2026-05-23 23:06:27,U0064,172.250.225.127,Spain,/storage/bucket-public,login,0,3777,6.85,No,8,normal,0,0,0.4712,Low,No Action Required
E003159,2026-05-09 13:29:59,U0194,64.71.233.47,Germany,/api/data,read,0,2569,4.9,No,25,normal,0,0,0.4109,Low,No Action Required
E003160,2026-05-25 04:13:17,U0122,24.209.53.201,Canada,/storage/bucket-public,list,1,1918,18.64,No,25,normal,0,0,0.4527,Low,No Action Required
E003161,2026-05-10 14:33:21,U0426,45.200.166.242,Belarus,/admin/settings,write,0,360,149.83,Yes,77,privilege_escalation,1,1,0.6356,High,Temporarily lock account
E003162,2026-06-01 01:23:10,U0311,64.123.46.162,Sweden,/compute/instances,download,1,1604,58.57,No,18,normal,0,0,0.4314,Low,No Action Required
E003163,2026-05-14 08:46:45,U0458,172.186.234.42,India,/compute/instances,list,0,955,44.16,No,1,normal,0,0,0.4212,Low,No Action Required
E003164,2026-05-26 05:54:09,U0472,64.211.190.118,Finland,/backup/snapshots,list,0,2126,50.68,No,25,normal,0,0,0.4138,Low,No Action Required
E003165,2026-06-01 04:53:58,U0415,192.238.58.176,Anonymous Proxy,/backup/snapshots,download,0,4452,6429.33,No,82,data_exfiltration,1,1,0.62,Critical,Terminate session
E003166,2026-05-26 10:05:22,U0079,52.134.200.151,Australia,/api/files,update,0,2102,30.91,No,2,normal,0,0,0.4411,Low,No Action Required
E003167,2026-05-14 21:20:01,U0272,52.206.98.138,Spain,/admin/users,upload,0,1264,53.68,No,20,normal,0,0,0.4437,Low,No Action Required
